Sale_ID,Date,Store_ID,Product_ID,Units
240,2017-01-01,6,8,1
241,2017-01-01,27,8,1
242,2017-01-01,4,1,1
243,2017-01-01,44,18,1
244,2017-01-01,30,9,1
245,2017-01-01,30,2,1
246,2017-01-01,5,7,1
247,2017-01-01,36,1,1
248,2017-01-01,35,31,1
249,2017-01-01,30,6,4
250,2017-01-01,37,8,2
251,2017-01-01,8,8,1
252,2017-01-01,7,31,1
253,2017-01-01,21,17,2
254,2017-01-01,17,9,1
255,2017-01-01,35,31,1
256,2017-01-01,9,24,1
257,2017-01-01,39,34,2
258,2017-01-01,24,4,1
259,2017-01-01,37,18,1
260,2017-01-01,21,17,2
261,2017-01-01,23,14,1
262,2017-01-01,5,31,1
263,2017-01-01,44,2,1
264,2017-01-01,2,18,1
265,2017-01-01,12,6,2
266,2017-01-01,4,1,1
267,2017-01-01,16,35,1
268,2017-01-01,21,8,1
269,2017-01-01,28,30,1
270,2017-01-01,5,21,1
271,2017-01-01,24,4,1
272,2017-01-01,30,24,1
273,2017-01-01,22,30,1
274,2017-01-01,19,9,3
275,2017-01-01,9,1,1
276,2017-01-01,34,18,2
277,2017-01-01,31,8,1
278,2017-01-01,5,8,1
279,2017-01-01,34,18,3
280,2017-01-01,22,30,1
281,2017-01-01,37,34,1
282,2017-01-01,11,31,1
283,2017-01-01,48,9,1
284,2017-01-01,14,6,1
285,2017-01-01,42,27,1
286,2017-01-01,30,1,3
287,2017-01-01,38,8,1
288,2017-01-01,16,35,1
289,2017-01-01,29,2,1
290,2017-01-01,34,24,1
291,2017-01-01,14,6,1
292,2017-01-01,30,6,3
293,2017-01-01,19,6,3
294,2017-01-01,19,2,1
295,2017-01-01,39,34,2
296,2017-01-01,28,30,1
297,2017-01-01,50,6,1
298,2017-01-01,40,17,1
299,2017-01-01,10,35,1
300,2017-01-01,4,20,1
301,2017-01-01,50,24,1
302,2017-01-01,24,4,1
303,2017-01-01,50,24,1
304,2017-01-01,48,9,1
305,2017-01-01,49,5,1
306,2017-01-01,49,5,1
307,2017-01-01,5,6,1
308,2017-01-01,50,24,1
309,2017-01-01,48,7,1
310,2017-01-01,16,35,1
311,2017-01-01,19,9,3
312,2017-01-01,12,8,1
313,2017-01-01,6,8,1
314,2017-01-01,49,8,1
315,2017-01-01,9,24,1
316,2017-01-01,6,25,1
317,2017-01-01,50,5,1
318,2017-01-01,24,31,1
319,2017-01-01,34,18,3
320,2017-01-01,30,9,1
321,2017-01-01,41,8,1
322,2017-01-01,50,6,1
323,2017-01-01,36,14,2
324,2017-01-01,44,18,1
325,2017-01-01,1,21,3
326,2017-01-01,40,7,1
327,2017-01-01,31,18,2
328,2017-01-01,37,34,1
329,2017-01-01,12,6,3
330,2017-01-01,19,30,1
331,2017-01-01,33,27,1
332,2017-01-01,21,1,1
333,2017-01-01,5,31,1
334,2017-01-01,4,1,1
335,2017-01-01,41,8,1
336,2017-01-01,32,8,3
337,2017-01-01,44,2,1
338,2017-01-01,30,24,1
339,2017-01-01,50,8,3
340,2017-01-01,21,1,1
341,2017-01-01,50,5,1
342,2017-01-01,43,1,1
343,2017-01-01,2,18,1
344,2017-01-01,27,8,1
345,2017-01-01,18,10,1
346,2017-01-01,50,8,2
347,2017-01-01,9,8,1
348,2017-01-01,7,9,1
349,2017-01-01,19,6,3
350,2017-01-01,4,9,1
351,2017-01-01,30,24,1
352,2017-01-01,10,35,1
353,2017-01-01,34,18,3
354,2017-01-01,23,14,1
355,2017-01-01,3,24,3
356,2017-01-01,30,9,1
357,2017-01-01,46,6,1
358,2017-01-01,9,8,1
359,2017-01-01,37,34,1
360,2017-01-01,37,31,1
361,2017-01-01,11,31,1
362,2017-01-01,21,1,1
363,2017-01-01,50,33,1
364,2017-01-01,28,1,1
365,2017-01-01,40,17,1
366,2017-01-01,33,33,1
367,2017-01-01,37,34,1
368,2017-01-01,44,2,1
369,2017-01-01,38,8,1
370,2017-01-01,7,9,1
371,2017-01-01,30,2,1
372,2017-01-01,44,2,1
373,2017-01-01,33,27,1
374,2017-01-01,47,8,1
375,2017-01-01,12,6,2
376,2017-01-01,4,9,1
377,2017-01-01,19,30,1
378,2017-01-01,40,7,1
379,2017-01-01,50,8,3
380,2017-01-01,34,24,1
381,2017-01-01,8,20,1
382,2017-01-01,44,2,1
383,2017-01-01,28,30,1
384,2017-01-01,37,8,2
385,2017-01-01,33,33,1
386,2017-01-01,43,1,1
387,2017-01-01,1,34,1
388,2017-01-01,48,7,1
389,2017-01-01,37,18,1
390,2017-01-01,18,10,1
391,2017-01-01,35,31,1
392,2017-01-01,23,14,1
393,2017-01-01,3,24,2
394,2017-01-01,24,4,1
395,2017-01-01,34,8,1
396,2017-01-01,49,5,1
397,2017-01-01,39,34,2
398,2017-01-01,21,8,1
399,2017-01-01,17,9,1
400,2017-01-01,49,5,1
401,2017-01-01,44,2,1
402,2017-01-01,12,7,1
403,2017-01-01,42,27,1
404,2017-01-01,31,8,1
405,2017-01-01,41,8,1
406,2017-01-01,41,6,1
407,2017-01-01,9,1,1
408,2017-01-01,3,8,1
409,2017-01-01,5,8,1
410,2017-01-01,19,2,1
411,2017-01-01,33,33,1
412,2017-01-01,49,8,1
413,2017-01-01,10,8,1
414,2017-01-01,30,2,1
415,2017-01-01,13,6,1
416,2017-01-01,38,8,1
417,2017-01-01,38,22,2
418,2017-01-01,6,8,1
419,2017-01-01,10,8,1
420,2017-01-01,1,31,1
421,2017-01-01,19,6,3
422,2017-01-01,7,9,1
423,2017-01-01,43,8,1
424,2017-01-01,42,8,1
425,2017-01-01,31,18,2
426,2017-01-01,34,24,1
427,2017-01-01,12,8,1
428,2017-01-01,33,27,1
429,2017-01-01,41,8,2
430,2017-01-01,3,24,3
431,2017-01-01,19,9,2
432,2017-01-01,48,8,1
433,2017-01-01,36,14,2
434,2017-01-01,16,8,1
435,2017-01-01,9,8,1
436,2017-01-01,5,6,1
437,2017-01-01,28,1,1
438,2017-01-01,18,10,1
439,2017-01-01,16,8,1
440,2017-01-01,24,31,1
441,2017-01-01,44,18,1
442,2017-01-01,5,31,1
443,2017-01-01,38,22,3
444,2017-01-01,8,8,1
445,2017-01-01,6,3,1
446,2017-01-01,34,8,1
447,2017-01-01,5,21,1
448,2017-01-01,5,8,1
449,2017-01-01,41,1,1
450,2017-01-01,37,8,3
451,2017-01-01,10,8,1
452,2017-01-01,12,6,3
453,2017-01-01,3,24,3
454,2017-01-01,49,8,1
455,2017-01-01,12,7,1
456,2017-01-01,36,14,2
457,2017-01-01,21,17,3
458,2017-01-01,12,7,1
459,2017-01-01,48,8,1
460,2017-01-01,50,8,2
461,2017-01-01,35,31,1
462,2017-01-01,41,8,1
463,2017-01-01,50,8,1
464,2017-01-01,38,8,1
465,2017-01-01,30,24,1
466,2017-01-01,6,8,1
467,2017-01-01,24,31,1
468,2017-01-01,13,6,1
469,2017-01-01,32,9,1
470,2017-01-01,4,20,1
471,2017-01-01,7,31,1
472,2017-01-01,1,21,2
473,2017-01-01,31,1,1
474,2017-01-01,41,6,1
475,2017-01-01,30,6,4
476,2017-01-01,6,8,1
477,2017-01-01,19,2,1
478,2017-01-01,19,2,1
479,2017-01-01,8,8,1
480,2017-01-01,6,3,1
481,2017-01-01,23,14,1
482,2017-01-01,50,8,3
483,2017-01-01,34,8,1
484,2017-01-01,30,9,1
485,2017-01-01,7,8,1
486,2017-01-01,13,6,1
487,2017-01-01,50,8,3
488,2017-01-01,36,14,3
489,2017-01-01,39,8,1
490,2017-01-01,31,8,1
491,2017-01-01,9,8,1
492,2017-01-01,30,2,1
493,2017-01-01,24,31,1
494,2017-01-01,30,9,1
495,2017-01-01,21,1,1
496,2017-01-01,34,24,1
497,2017-01-01,50,8,1
498,2017-01-01,41,6,1
499,2017-01-01,5,8,1
500,2017-01-01,5,7,1
501,2017-01-01,4,9,1
502,2017-01-01,41,8,1
503,2017-01-01,32,9,1
504,2017-01-01,9,24,1
505,2017-01-01,10,35,1
506,2017-01-01,5,31,1
507,2017-01-01,21,17,2
508,2017-01-01,10,35,1
509,2017-01-01,14,30,1
510,2017-01-01,1,21,2
511,2017-01-01,41,6,1
512,2017-01-01,19,9,3
513,2017-01-01,40,17,1
514,2017-01-01,7,31,1
515,2017-01-01,36,1,1
516,2017-01-01,37,34,1
517,2017-01-01,39,8,1
518,2017-01-01,19,9,3
519,2017-01-01,48,7,1
520,2017-01-01,18,10,1
521,2017-01-01,40,17,1
522,2017-01-01,29,2,1
523,2017-01-01,38,22,3
524,2017-01-01,38,22,3
525,2017-01-01,44,18,1
526,2017-01-01,37,31,1
527,2017-01-01,48,8,1
528,2017-01-01,5,31,1
529,2017-01-01,38,8,1
530,2017-01-01,22,30,1
531,2017-01-01,22,30,1
532,2017-01-01,2,18,1
533,2017-01-01,9,24,1
534,2017-01-01,10,35,1
535,2017-01-01,49,8,1
536,2017-01-01,37,34,1
537,2017-01-01,37,34,1
538,2017-01-01,50,24,1
539,2017-01-01,2,18,1
540,2017-01-01,4,20,1
541,2017-01-01,48,2,1
542,2017-01-01,32,8,4
543,2017-01-01,49,5,1
544,2017-01-01,44,2,1
545,2017-01-01,19,30,1
546,2017-01-01,7,31,1
547,2017-01-01,37,22,1
548,2017-01-01,50,33,1
549,2017-01-01,12,6,3
550,2017-01-01,37,31,1
551,2017-01-01,25,18,1
552,2017-01-01,28,30,1
553,2017-01-01,6,25,1
554,2017-01-01,9,1,1
555,2017-01-01,9,27,1
556,2017-01-01,12,8,1
557,2017-01-01,37,34,1
558,2017-01-01,44,18,1
559,2017-01-01,34,8,1
560,2017-01-01,12,7,1
561,2017-01-01,24,31,1
562,2017-01-01,40,7,1
563,2017-01-01,48,2,1
564,2017-01-01,21,1,1
565,2017-01-01,32,9,1
566,2017-01-01,8,20,1
567,2017-01-01,4,9,1
568,2017-01-01,19,9,3
569,2017-01-01,5,31,1
570,2017-01-01,37,31,1
571,2017-01-01,4,9,1
572,2017-01-01,33,33,1
573,2017-01-01,19,2,1
574,2017-01-01,32,9,1
575,2017-01-01,37,8,2
576,2017-01-01,34,8,1
577,2017-01-01,35,31,1
578,2017-01-01,6,25,1
579,2017-01-01,37,34,1
580,2017-01-01,44,31,1
581,2017-01-01,41,8,3
582,2017-01-01,33,27,1
583,2017-01-01,42,27,1
584,2017-01-01,1,21,3
585,2017-01-01,33,33,1
586,2017-01-01,12,6,3
587,2017-01-01,2,18,1
588,2017-01-01,37,22,1
589,2017-01-01,41,1,1
590,2017-01-01,27,8,1
591,2017-01-01,5,31,1
592,2017-01-01,25,9,1
593,2017-01-01,48,9,1
594,2017-01-01,12,8,1
595,2017-01-01,23,14,1
596,2017-01-01,21,8,1
597,2017-01-01,24,31,1
598,2017-01-01,10,8,1
599,2017-01-01,44,2,1
600,2017-01-01,19,9,3
601,2017-01-01,3,24,2
602,2017-01-01,41,8,2
603,2017-01-01,34,24,1
604,2017-01-01,44,18,1
605,2017-01-01,7,9,1
606,2017-01-01,9,24,1
607,2017-01-01,50,8,2
608,2017-01-01,11,31,1
609,2017-01-01,8,8,1
610,2017-01-01,30,2,1
611,2017-01-01,19,9,3
612,2017-01-01,36,14,2
613,2017-01-01,25,18,1
614,2017-01-01,16,8,1
615,2017-01-01,5,21,1
616,2017-01-01,41,1,1
617,2017-01-01,50,8,3
618,2017-01-01,7,9,1
619,2017-01-01,7,4,1
620,2017-01-01,29,2,1
621,2017-01-01,39,8,1
622,2017-01-01,4,20,1
623,2017-01-01,30,1,2
624,2017-01-01,12,8,1
625,2017-01-01,1,21,2
626,2017-01-01,36,1,1
627,2017-01-01,50,5,1
628,2017-01-01,48,9,1
629,2017-01-01,19,30,1
630,2017-01-01,34,18,3
631,2017-01-01,17,9,1
632,2017-01-01,30,2,1
633,2017-01-01,4,20,1
634,2017-01-01,44,2,1
635,2017-01-01,33,27,1
636,2017-01-01,48,7,1
637,2017-01-01,1,31,1
638,2017-01-01,19,6,3
639,2017-01-01,50,6,1
640,2017-01-01,10,1,1
641,2017-01-01,12,8,1
642,2017-01-01,36,1,1
643,2017-01-01,19,6,2
644,2017-01-01,40,17,1
645,2017-01-01,12,8,1
646,2017-01-01,50,8,3
647,2017-01-01,29,2,1
648,2017-01-01,13,6,1
649,2017-01-01,39,8,1
650,2017-01-01,50,8,3
651,2017-01-01,50,24,1
652,2017-01-01,6,6,4
653,2017-01-01,44,2,1
654,2017-01-01,34,8,1
655,2017-01-01,7,8,1
656,2017-01-01,50,24,1
657,2017-01-01,47,8,1
658,2017-01-01,21,1,1
659,2017-01-01,18,10,1
660,2017-01-01,9,1,1
661,2017-01-01,35,31,1
662,2017-01-01,12,7,1
663,2017-01-01,19,9,2
664,2017-01-01,4,9,1
665,2017-01-01,37,22,1
666,2017-01-01,30,6,3
667,2017-01-01,19,6,3
668,2017-01-01,17,9,1
669,2017-01-01,29,2,1
670,2017-01-01,41,8,2
671,2017-01-01,34,18,2
672,2017-01-01,5,8,1
673,2017-01-01,29,2,1
674,2017-01-01,50,5,1
675,2017-01-01,48,2,1
676,2017-01-01,1,34,1
677,2017-01-01,41,1,1
678,2017-01-01,23,14,1
679,2017-01-01,8,20,1
680,2017-01-01,47,8,1
681,2017-01-01,35,31,1
682,2017-01-01,21,1,1
683,2017-01-01,30,2,1
684,2017-01-01,34,18,2
685,2017-01-01,40,17,1
686,2017-01-01,28,1,1
687,2017-01-01,44,2,1
688,2017-01-01,48,9,1
689,2017-01-01,48,7,1
690,2017-01-01,4,20,1
691,2017-01-01,28,30,1
692,2017-01-01,43,8,1
693,2017-01-01,14,6,1
694,2017-01-01,44,18,1
695,2017-01-01,24,31,1
696,2017-01-01,44,18,1
697,2017-01-01,6,25,1
698,2017-01-01,12,8,1
699,2017-01-01,33,33,1
700,2017-01-01,5,31,1
701,2017-01-01,8,20,1
702,2017-01-01,3,24,2
703,2017-01-01,24,4,1
704,2017-01-01,50,5,1
705,2017-01-01,41,8,1
706,2017-01-01,48,8,1
707,2017-01-01,24,31,1
708,2017-01-01,18,10,1
709,2017-01-01,28,30,1
710,2017-01-01,24,31,1
711,2017-01-01,41,1,1
712,2017-01-01,7,8,1
713,2017-01-01,22,30,1
714,2017-01-01,33,33,1
715,2017-01-01,1,34,1
716,2017-01-01,39,34,3
717,2017-01-01,37,34,1
718,2017-01-01,49,5,1
719,2017-01-01,19,30,1
720,2017-01-01,21,1,1
721,2017-01-01,30,24,1
722,2017-01-01,31,8,1
723,2017-01-01,42,8,1
724,2017-01-01,38,22,3
725,2017-01-01,7,8,1
726,2017-01-01,34,8,1
727,2017-01-01,12,6,3
728,2017-01-01,34,18,2
729,2017-01-01,50,8,2
730,2017-01-01,36,14,3
731,2017-01-01,5,21,1
732,2017-01-01,12,8,1
733,2017-01-01,30,24,1
734,2017-01-01,8,8,1
735,2017-01-01,6,8,1
736,2017-01-01,33,33,1
737,2017-01-01,38,22,3
738,2017-01-01,48,7,1
739,2017-01-01,24,31,1
740,2017-01-01,18,10,1
741,2017-01-01,37,34,1
742,2017-01-01,50,24,1
743,2017-01-01,48,2,1
744,2017-01-01,48,8,1
745,2017-01-01,1,31,1
746,2017-01-01,34,8,1
747,2017-01-01,31,8,1
748,2017-01-01,10,35,1
749,2017-01-01,10,35,1
750,2017-01-01,13,6,1
751,2017-01-01,41,6,1
752,2017-01-01,36,17,1
753,2017-01-01,1,31,1
754,2017-01-01,6,3,1
755,2017-01-01,42,8,1
756,2017-01-01,31,8,1
757,2017-01-01,37,31,1
758,2017-01-01,41,6,1
759,2017-01-01,12,8,1
760,2017-01-01,1,31,1
761,2017-01-01,1,21,2
762,2017-01-01,16,35,1
763,2017-01-01,31,1,1
764,2017-01-01,21,1,1
765,2017-01-01,10,8,1
766,2017-01-01,38,21,1
767,2017-01-01,50,24,1
768,2017-01-01,50,24,1
769,2017-01-01,30,9,1
770,2017-01-01,34,18,3
771,2017-01-01,19,30,1
772,2017-01-01,28,30,1
773,2017-01-01,22,30,1
774,2017-01-01,21,8,1
775,2017-01-01,34,24,1
776,2017-01-01,19,6,2
777,2017-01-01,34,8,1
778,2017-01-01,6,25,1
779,2017-01-01,16,8,1
780,2017-01-01,9,8,1
781,2017-01-01,22,30,1
782,2017-01-01,37,34,1
783,2017-01-01,35,31,1
784,2017-01-01,1,31,1
785,2017-01-01,33,27,1
786,2017-01-01,3,24,2
787,2017-01-01,42,8,1
788,2017-01-01,5,8,1
789,2017-01-01,44,31,1
790,2017-01-01,5,8,1
791,2017-01-01,5,6,1
792,2017-01-01,44,18,1
793,2017-01-01,16,35,1
794,2017-01-01,21,8,1
795,2017-01-01,16,8,1
796,2017-01-01,48,8,1
797,2017-01-01,5,31,1
798,2017-01-01,34,18,2
799,2017-01-01,19,30,1
800,2017-01-01,42,8,1
801,2017-01-01,10,8,1
802,2017-01-01,25,18,1
803,2017-01-01,44,18,1
804,2017-01-01,7,8,1
805,2017-01-01,49,5,1
806,2017-01-01,39,8,1
807,2017-01-01,19,9,3
808,2017-01-01,29,2,1
809,2017-01-01,44,18,1
810,2017-01-01,41,1,1
811,2017-01-01,49,8,1
812,2017-01-01,50,5,1
813,2017-01-01,13,6,1
814,2017-01-01,5,31,1
815,2017-01-01,23,14,1
816,2017-01-01,10,35,1
817,2017-01-01,12,6,3
818,2017-01-01,41,1,1
819,2017-01-01,29,2,1
820,2017-01-01,30,1,2
821,2017-01-01,12,6,3
822,2017-01-01,41,1,1
823,2017-01-01,50,8,3
824,2017-01-01,6,8,1
825,2017-01-01,12,7,1
826,2017-01-01,1,21,2
827,2017-01-01,50,24,1
828,2017-01-01,16,8,1
829,2017-01-01,4,20,1
830,2017-01-01,39,8,1
831,2017-01-01,6,3,1
832,2017-01-01,48,8,1
833,2017-01-01,21,17,3
834,2017-01-01,39,34,3
835,2017-01-01,32,8,3
836,2017-01-01,25,9,1
837,2017-01-01,36,1,1
838,2017-01-01,19,9,2
839,2017-01-01,41,8,1
840,2017-01-01,33,33,1
841,2017-01-01,31,8,1
842,2017-01-01,38,21,1
843,2017-01-01,34,24,1
844,2017-01-01,19,2,1
845,2017-01-01,6,8,1
846,2017-01-01,50,5,1
847,2017-01-01,41,8,3
848,2017-01-01,36,17,1
849,2017-01-01,39,8,1
850,2017-01-01,34,8,1
851,2017-01-01,24,31,1
852,2017-01-01,19,2,1
853,2017-01-01,38,22,2
854,2017-01-01,16,8,1
855,2017-01-01,9,8,1
856,2017-01-01,34,18,2
857,2017-01-01,24,31,1
858,2017-01-01,34,8,1
859,2017-01-01,34,18,2
860,2017-01-01,12,6,3
861,2017-01-01,44,2,1
862,2017-01-01,50,5,1
863,2017-01-01,47,8,1
864,2017-01-01,38,8,1
865,2017-01-01,16,35,1
866,2017-01-01,22,30,1
867,2017-01-01,50,24,1
868,2017-01-01,40,7,1
869,2017-01-01,29,2,1
870,2017-01-01,12,7,1
871,2017-01-01,39,8,1
872,2017-01-01,36,1,1
873,2017-01-01,48,9,1
874,2017-01-01,34,18,3
875,2017-01-01,4,20,1
876,2017-01-01,50,24,1
877,2017-01-01,50,24,1
878,2017-01-01,48,2,1
879,2017-01-01,9,8,1
880,2017-01-01,22,30,1
881,2017-01-01,34,8,1
882,2017-01-01,30,1,2
883,2017-01-01,4,9,1
884,2017-01-01,12,6,3
885,2017-01-01,1,34,1
886,2017-01-01,8,20,1
887,2017-01-01,37,22,1
888,2017-01-01,7,8,1
889,2017-01-01,44,2,1
890,2017-01-01,48,8,1
891,2017-01-01,10,8,1
892,2017-01-01,19,9,3
893,2017-01-01,5,21,1
894,2017-01-01,47,31,1
895,2017-01-01,24,31,1
896,2017-01-01,36,17,1
897,2017-01-01,48,7,1
898,2017-01-01,44,2,1
899,2017-01-01,12,8,1
900,2017-01-01,10,35,1
901,2017-01-01,18,10,1
902,2017-01-01,29,2,1
903,2017-01-01,6,8,1
904,2017-01-01,12,6,3
905,2017-01-01,50,8,3
906,2017-01-01,17,9,1
907,2017-01-01,39,34,3
908,2017-01-01,10,35,1
909,2017-01-01,5,8,1
910,2017-01-01,33,27,1
911,2017-01-01,9,24,1
912,2017-01-01,34,18,3
913,2017-01-01,33,33,1
914,2017-01-01,4,20,1
915,2017-01-01,46,6,1
916,2017-01-01,6,3,1
917,2017-01-01,50,24,1
918,2017-01-01,4,20,1
919,2017-01-01,41,1,1
920,2017-01-01,5,31,1
921,2017-01-01,10,35,1
922,2017-01-01,1,21,2
923,2017-01-01,50,5,1
924,2017-01-01,50,8,1
925,2017-01-01,40,17,1
926,2017-01-01,6,3,1
927,2017-01-01,47,31,1
928,2017-01-01,39,34,3
929,2017-01-01,18,10,1
930,2017-01-01,41,8,1
